"DATE","TITLE","ACTIVITY"
"Jan 14, 2017 07:56","Part 2i - Summary of Contributions and Transfers Received",""

SUMMARY_DATA
"Client_id","Registered_association","Fiscal_period","Total_monetary_contributions-Contributions_from_individuals","Total_non-monetary_contributions-Contributions_from_individuals","Total_contributions-Contributions_from_individuals","Total_number_of_contributors-Contributions_from_individuals","Total_monetary_contributions-Contributions_from_corporations","Total_non-monetary_contributions-Contributions_from_corporations","Total_contributions-Contributions_from_corporations","Total_number_of_contributors-Contributions_from_corporations","Total_monetary_contributions-Contributions_from_trade_unions","Total_non-monetary_contributions-Contributions_from_trade_unions","Total_contributions-Contributions_from_trade_unions","Total_number_of_contributors-Contributions_from_trade_unions","Total_monetary_contributions-Contributions_from_associations","Total_contributions-Contributions_from_associations","Total_number_of_contributors-Contributions_from_associations","Total_monetary_contributions-Total_of_all_contributions","Total_non-monetary_contributions-Total_of_all_contributions","Total_contributions-Total_of_all_contributions","Total_number_of_contributions-Total_of_all_contributions","Total_monetary_transfers-Transfers_received_from_registered_parties","Total_non-monetary_transfers-Transfers_received_from_registered_parties","Total_transfers-Transfers_received_from_registered_parties","Total_monetary_transfers-Transfers_received_from_registered_associations","Total_non-monetary_transfers-Transfers_received_from_registered_associations","Total_transfers-Transfers_received_from_registered_associations","Total_monetary_transfers-Transfers_received_from_candidates","Total_non-monetary_transfers-Transfers_received_from_candidates","Total_transfers-Transfers_received_from_candidates","Total_monetary_transfers-Transfers_received_from_leadership_contestants","Total_transfers-Transfers_received_from_leadership_contestants","Total_monetary_transfers-Transfers_received_from_nomination_contestants","Total_transfers-Transfers_received_from_nomination_contestants","Total_monetary_transfers-Total_transfers_received","Total_non-monetary_transfers-Total_transfers_received","Total_transfers-Total_transfers_received","Total_monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_non-monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received"
"10716","Association de circonscription NPD de Brome--Missisquoi","2006","","","","","","","","","","","","","","","","","","","","","","","","","","209.02","","209.02","","","","","209.02","","209.02","209.02","","209.02"
"11036","Association de circonscription NPD de Charlesbourg--Haute-Saint-Charles","2005","","","","","","","","","","","","","","","","","","","","","","","","","","482.86","","482.86","","","","","482.86","","482.86","482.86","","482.86"
"10886","Association de circonscription NPD de Charlesbourg--Haute-Saint-Charles","2006","55","","55","2","","","","","","","","","","","","55","","55","2","","","","","","","","","","","","","","","","","55","","55"
"7123","Association de circonscription NPD de Châteauguay--Saint-Constant","2005","680","","680","6","","","","","","","","","","","","680","","680","6","","","","","","","","","","","","","","","","","680","0","680"
"10857","Association de circonscription NPD de Châteauguay--Saint-Constant","2006","630","","630","4","","","","","","","","","","","","630","","630","4","","","","","","","15","","15","","","","","15","","15","645","","645"
"7744","Association de circonscription NPD de Drummond","2005","415","","415","4","","","","","","","","","","","","415","","415","4","","","","","","","","","","","","","","","","","415","","415"
"10899","Association de circonscription NPD de Drummond","2006","","","","","","","","","","","","","","","","","","","","","","","","","","17.74","","17.74","","","","","17.74","","17.74","17.74","","17.74"
"11033","Association de circonscription NPD de Honoré--Mercier","2005","165","","165","9","","","","","","","","","","","","165","","165","9","","","","30.46","","30.46","","","","","","","","30.46","","30.46","195.46","","195.46"
"10883","Association de circonscription NPD de Honoré--Mercier","2006","155","","155","2","","","","","","","","","","","","155","","155","2","","","","","","","32.5","","32.5","","","","","32.5","","32.5","187.5","","187.5"
"3182","Association de circonscription NPD de Mont-Royal","2004","210","","210","8","","","0","0","","","0","0","","","0","210","0","210","8","","","0","","","0","","","0","","0","","0","0","0","0","210","0","210"
"6877","Association de circonscription NPD de Mont-Royal","2005","270","","270","14","","","","","","","","","","","","270","","270","14","","","","48.73","","48.73","","","","","","","","48.73","","48.73","318.73","","318.73"
"10612","Association de circonscription NPD de Mont-Royal","2006","690","","690","11","","","0","0","","","0","0","","","0","690","0","690","11","","","0","","","0","","","0","","0","","0","0","0","0","690","0","690"
"7091","Association de circonscription NPD de Repentigny","2005","2610","","2610","26","250","","250","1","","","","","","","","2860","","2860","27","","","","","","","","","","","","","","","","","2860","","2860"
"10824","Association de circonscription NPD de Repentigny","2006","1705","","1705","14","","","0","0","","","0","0","","","0","1705","0","1705","14","","","0","","","0","","","0","","0","","0","0","0","0","1705","0","1705"
"3191","Association de circonscription NPD de Roberval--Lac-Saint-Jean","2004","245","","245","8","","","0","0","","","0","0","","","0","245","0","245","8","","","0","50","","50","15.65","","15.65","","0","","0","65.65","0","65.65","310.65","0","310.65"
"6835","Association de circonscription NPD de Roberval--Lac-Saint-Jean","2005","225","","225","5","","","","","","","","","","","","225","","225","5","","","","10","","10","","","","","","","","10","","10","235","","235"
"10570","Association de circonscription NPD de Roberval--Lac-Saint-Jean","2006","170","","170","1","","","","","","","","","","","","170","","170","1","","","","","","","","","","","","","","","","","170","","170"
"11022","Association de Lévis--Bellechasse du Parti Vert du Canada","2005","1840","","","6","","","","","","","","","","","","1840","","","6","","","","","","","","","","","","","","","","","1840","",""
"10893","Association de Lévis--Bellechasse du Parti Vert du Canada","2006","1225","","1225","9","60","","60","1","","","","","","","","1285","","1285","10","614.74","","614.74","","","","","","","","","","","614.74","","614.74","1899.74","","1899.74"
"11044","Association de Québec du Parti Vert du Canada","2005","153","517.61","670.61","8","14.5","","14.5","1","","","0","0","","","0","167.5","517.61","685.11","9","","","0","","","0","","","0","","0","","0","0","0","0","167.5","517.61","685.11"
"10895","Association de Québec du Parti Vert du Canada","2006","","","","","","","","","","","","","","","","","","","","742.21","","742.21","","","","","","","","","","","742.21","","742.21","742.21","","742.21"
"10906","Association de Saint-Bruno--Saint-Hubert du Parti Vert","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","595.35","0","595.35","0","0","0","49","0","49","0","0","0","0","644.35","0","644.35","644.35","0","644.35"
"10912","Association de Saint-Hyacinthe--Bagot du Parti Vert du Canada","2006","0","","0","0","3.14","","3.14","1","","","","","","","","3.14","0","3.14","1","357.35","","357.35","0","","","","","","","","","","357.35","","357.35","360.49","","360.49"
"10920","Association de Trois-Rivières du Parti Vert du Canada","2006","125","","125","2","40","","40","1","","","","","","","","165","","165","3","","","","","","","","","","","","","","","","","165","","165"
"11042","Association de Vaudreuil--Soulanges du Parti Vert du Canada","2005","1300","","1300","7","","","","","","","","","","","","1300","","1300","7","","","","","","","","","","","","","","","","","1300","","1300"
"10892","Association de Vaudreuil--Soulanges du Parti Vert du Canada","2006","","","","","","","","","","","","","","","","","","","","160.53","","160.53","","","","","","","","","","","160.53","","160.53","160.53","","160.53"
"11043","Association d'Outremont du Parti Vert du Canada","2005","1075","","1075","10","","","0","0","","","0","0","","","0","1075","0","1075","10","","","0","","","0","","","0","","0","","0","0","0","0","1075","0","1075"
"10894","Association d'Outremont du Parti Vert du Canada","2006","2613","","2613","58","","","","","","","","","","","","2613","","2613","58","827.5","","827.5","","","","","","","","","","","827.5","","827.5","3440.5","","3440.5"
"3337","Association du Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou","2004","20308","","","120","5430","","","21","","","","","","","","25738","","","141","","","","","","","","","","","","","","","","","25738","",""
"6838","Association du Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou","2005","17824","","17824","251","3000","","3000","3","","","","","","","","20824","","20824","254","2965.65","","2965.65","","","","","","","","","","","2965.65","","2965.65","23789.65","","23789.65"
"10573","Association du Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou","2006","30424.2","0","30424.2","100","9375","0","9375","28","0","0","0","0","0","0","0","39799.2","0","39799.2","128","3067.59","0","3067.59","0","0","0","38651.63","0","38651.63","0","0","0","0","41719.22","0","41719.22","81518.42","0","81518.42"
"3338","Association du Bloc Québécois d'Argenteuil--Papineau--Mirabel","2004","16908","","16908","447","985","","985","12","100","","100","1","","","","17993","","17993","460","1363.1","","1363.1","","","","","","","","","","","1363.1","","1363.1","19356.1","","19356.1"
"6133","Association du Bloc Québécois d'Argenteuil--Papineau--Mirabel","2005","21430","","21430","443","1725","","1725","15","","","0","0","","","0","23155","0","23155","458","38970.26","","38970.26","","","0","57.98","","57.98","","0","","0","39028.24","0","39028.24","62183.24","0","62183.24"
"9870","Association du Bloc Québécois d'Argenteuil--Papineau--Mirabel","2006","28858","","28858","496","2042","","2042","18","","","","","","","","30900","","30900","514","","","","4961","","4961","1000","","1000","","","","","5961","","5961","36861","","36861"
"3302","Association du Bloc Québécois de Chambly--Borduas","2004","9208.26","","9208.26","125","1450","","1450","4","","","0","0","","","0","10658.26","0","10658.26","129","357.9","","357.9","","","0","6458.08","","6458.08","","0","","0","6815.98","0","6815.98","17474.24","0","17474.24"
"6751","Association du Bloc Québécois de Chambly--Borduas","2005","27827.38","","27827.38","161","814.01","","814.01","6","","","0","0","","","0","28641.39","0","28641.39","167","42805.92","","42805.92","","","0","","","0","","0","","0","42805.92","0","42805.92","71447.31","0","71447.31"
"10486","Association du Bloc Québécois de Chambly--Borduas","2006","23451.61","","23451.61","173","4354.23","","4354.23","16","286.86","","286.86","2","","","0","28092.7","0","28092.7","191","12461","","12461","","","0","44.69","","44.69","","0","","0","12505.69","0","12505.69","40598.39","0","40598.39"
"3303","Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles","2004","30882.07","","30882.07","247","13623.43","","13623.43","77","","","0","0","","","0","44505.5","0","44505.5","324","8791.47","","8791.47","","","0","500.75","","500.75","","0","","0","9292.22","0","9292.22","53797.72","0","53797.72"
"6151","Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles","2005","31262.99","15325","46587.99","230","10293.11","24402.06","34695.17","151","","","0","0","","","0","41556.1","39727.06","81283.16","381","40871.04","","40871.04","","","0","9210.59","","9210.59","","0","","0","50081.63","0","50081.63","91637.73","39727.06","131364.79"
"9888","Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles","2006","7020","0","7020","106","1750","0","1750","3","0","0","0","0","0","0","0","8770","0","8770","109","7886.58","0","7886.58","9795.11","0","9795.11","43434.44","0","43434.44","0","0","0","0","61116.13","0","61116.13","69886.13","0","69886.13"
"7151","Association du Bloc Québécois de Châteauguay--Saint-Constant","2005","10918.52","","","","4256.24","","","","","","","","","","","15174.76","","","","7596.4","","","","","","901.85","","","","","","","8498.25","","","23673.01","",""
"10880","Association du Bloc Québécois de Châteauguay--Saint-Constant","2006","15098.08","","15098.08","184","13047.19","","13047.19","53","","","0","0","","","0","28145.27","0","28145.27","237","8495.03","","8495.03","15930.96","","15930.96","","","0","","0","","0","24425.99","0","24425.99","52571.26","0","52571.26"
"3283","Association du Bloc Québécois de Haute-Gaspésie--La Mitis--Matane--Matapédia","2004","9970","","9970","103","1055","","1055","6","","","","","","","","11025","0","11025","109","5102.76","","5102.76","","","","","","","","","","","5102.76","","5102.76","16127.76","","16127.76"
"6157","Association du Bloc Québécois de Haute-Gaspésie--La Mitis--Matane--Matapédia","2005","13708.2","","13708.2","108","3618.6","","3618.6","23","","","0","0","","","0","17326.8","0","17326.8","131","6725","","6725","","","0","1996.39","","1996.39","","0","","0","8721.39","0","8721.39","26048.19","0","26048.19"
"9894","Association du Bloc Québécois de Haute-Gaspésie--La Mitis--Matane--Matapédia","2006","13939.9","","13939.9","79","1733.85","","1733.85","11","","","","","","","","15673.75","","15673.75","90","5477.4","","5477.4","","","","","","","","","","","5477.4","","5477.4","21151.15","0","21151.15"
"3311","Association du Bloc Québécois de Hull--Aylmer","2004","8915","","8915","36","","","0","0","","","0","0","","","0","8915","0","8915","36","19404.44","","19404.44","243.32","","243.32","2441.05","","2441.05","","0","","0","22088.81","0","22088.81","31003.81","0","31003.81"
"6153","Association du Bloc Québécois de Hull--Aylmer","2005","6119.88","","6119.88","72","1700","","1700","6","","","0","0","","","0","7819.88","0","7819.88","78","7732.25","","7732.25","","","0","","","0","","0","","0","7732.25","0","7732.25","15552.13","0","15552.13"
"9890","Association du Bloc Québécois de Hull--Aylmer","2006","4848","","4848","32","","","","","","","","","","","","4848","","4848","32","11401.56","","11401.56","","","","8102.31","","8102.31","","","","","19503.87","","19503.87","24351.87","","24351.87"
"3267","Association du Bloc Québécois de Jeanne-Le Ber","2004","7323.02","","7323.02","90","","","0","0","","","0","0","","","0","7323.02","0","7323.02","90","18184.42","","18184.42","","","0","","","0","","0","","0","18184.42","0","18184.42","25507.44","0","25507.44"
"6800","Association du Bloc Québécois de Jeanne-Le Ber","2005","14107.14","","14107.14","138","266.95","","266.95","2","","","0","0","","","0","14374.09","0","14374.09","140","8245","","8245","","","0","8066.2","","8066.2","","0","","0","16311.2","0","16311.2","30685.29","0","30685.29"
"10535","Association du Bloc Québécois de Jeanne-Le Ber","2006","17140","0","17140","196","600","0","600","2","0","0","0","0","0","0","0","17740","0","17740","198","9807.03","0","9807.03","0","0","0","27533.84","0","27533.84","0","0","0","0","37340.87","0","37340.87","55080.87","0","55080.87"
"3300","Association du Bloc Québécois de la circonscription de Trois-Rivières","2004","17794","","17794","199","3049","","3049","15","250","","250","1","","","","21093","","21093","215","25038.35","","25038.35","","","","","","","","","","","25038.35","0","25038.35","46131.35","0","46131.35"
"6837","Association du Bloc Québécois de la circonscription de Trois-Rivières","2005","15025","","15025","199","3365","","3365","17","","","","","","","","18390","","18390","216","6457","","6457","","","","9296.1","","9296.1","","","","","15753.1","","15753.1","34143.1","","34143.1"
"10572","Association du Bloc Québécois de la circonscription de Trois-Rivières","2006","12265","","12265","293","2850","","2850","12","","","","","","","","15115","","15115","305","3982.14","","3982.14","","0","","4381.23","","4381.23","","","","","8363.37","","8363.37","23478.37","","23478.37"
"3316","Association du Bloc Québécois de Laurier--Sainte-Marie","2004","11049.34","","11049.34","74","2500","","2500","3","","","","","","","","13549.34","","13549.34","77","33799.08","","33799.08","","","","2089.39","","2089.39","","","","","35888.47","","35888.47","49437.81","","49437.81"
"6132","Association du Bloc Québécois de Laurier--Sainte-Marie","2005","22253.99","","22253.99","133","7475","","7475","15","4755","","4755","8","","","0","34483.99","0","34483.99","156","21011.33","","21011.33","","","0","","","0","","0","","0","21011.33","0","21011.33","55495.32","0","55495.32"
"9869","Association du Bloc Québécois de Laurier--Sainte-Marie","2006","33548","","33548","106","990","","990","4","1000","","1000","1","","","","35538","","35538","111","13121.25","","13121.25","","","","16102.57","","16102.57","","","","","29223.82","","29223.82","64761.82","","64761.82"
"3320","Association du Bloc Québécois de Lotbinière--Chutes-de-la-Chaudière","2004","22415","","22415","78","6655","","6655","40","","","","","","","","29070","","29070","118","13255.4","","13255.4","","","","","","","","","","","13255.4","","13255.4","42325.4","","42325.4"
"6585","Association du Bloc Québécois de Lotbinière--Chutes-de-la-Chaudière","2005","12175","","12175","67","8595","","8595","48","","","","","","","","20770","","20770","115","5561.23","","5561.23","","","","3750.93","","3750.93","","","","","9312.16","","9312.16","30082.16","","30082.16"
"10320","Association du Bloc Québécois de Lotbinière--Chutes-de-la-Chaudière","2006","13940.65","0","13940.65","87","3075","0","3075","30","0","0","0","0","0","0","0","17015.65","0","17015.65","117","2033.56","0","2033.56","0","0","0","0","0","0","0","0","0","0","2033.56","0","2033.56","19049.21","0","19049.21"
"2912","Association du Bloc Québécois de Montmorency--Charlevoix--Haute-Côte-Nord","2004","5425.7","","5425.7","212","4673","","4673","41","","","0","0","","","0","10098.7","0","10098.7","253","","","0","","","0","","","0","","0","","0","0","0","0","10098.7","0","10098.7"
"6912","Association du Bloc Québécois de Montmorency--Charlevoix--Haute-Côte-Nord","2005","18826.06","","18826.06","356","5843.92","","5843.92","57","","","0","0","","","0","24669.98","0","24669.98","413","4427.65","","4427.65","","","0","24633.51","","24633.51","","0","","0","29061.16","0","29061.16","53731.14","0","53731.14"
"10647","Association du Bloc Québécois de Montmorency--Charlevoix--Haute-Côte-Nord","2006","23034.88","9935","32969.88","257","4807.8","11719","16526.8","85","0","0","0","0","0","0","0","27842.68","21654","49496.68","342","6097.63","0","6097.63","0","0","0","12802.89","0","12802.89","0","0","0","0","18900.52","0","18900.52","46743.2","21654","68397.2"
"3291","Association du Bloc Québécois de Rosemont--La Petite-Patrie","2004","18712.5","","18712.5","335","","","","","","","","","","","","18712.5","","18712.5","335","45917.76","","45917.76","","","","8781.86","","8781.86","","","","","54699.62","","54699.62","73412.12","","73412.12"
"6139","Association du Bloc Québécois de Rosemont--La Petite-Patrie","2005","20955.99","","20955.99","294","","","","","","","","","","","","20955.99","","20955.99","294","28163.86","","28163.86","","","","29856.56","","29856.56","","","","","58020.42","","58020.42","78976.41","","78976.41"
"9876","Association du Bloc Québécois de Rosemont--La Petite-Patrie","2006","13199.99","","13199.99","177","","","","","","","","","","","","13199.99","","13199.99","177","13936.11","","13936.11","","","","25423.63","","25423.63","","","","","39359.74","","39359.74","52559.73","","52559.73"
"7120","Association du Bloc Québécois de Shefford","2005","11755","","11755","190","","","0","0","","","0","0","","","0","11755","0","11755","190","4873.47","","4873.47","","","0","119.09","","119.09","","0","","0","4992.56","0","4992.56","16747.56","0","16747.56"
"10854","Association du Bloc Québécois de Shefford","2006","24560","0","24560","173","3625","0","3625","29","0","0","0","0","0","0","0","28185","0","28185","202","20819.45","0","20819.45","0","0","0","27978.6","0","27978.6","0","0","0","0","48798.05","0","48798.05","76983.05","0","76983.05"
"2910","Association du Bloc Québécois Laurentides--Labelle","2004","33656","","33656","169","6310","","6310","23","","","","","","","","39966","","39966","192","6325.1","","6325.1","","","","1104.33","","1104.33","","","","","7429.43","","7429.43","47395.43","","47395.43"
"6913","Association du Bloc Québécois Laurentides--Labelle","2005","23846.5","","23846.5","180","10109.52","","10109.52","29","","","0","0","","","0","33956.02","0","33956.02","209","13646.72","","13646.72","","","0","3324.3","","3324.3","","0","","0","16971.02","0","16971.02","50927.04","0","50927.04"
"10648","Association du Bloc Québécois Laurentides--Labelle","2006","28418.97","0","28418.97","176","6837.5","0","6837.5","17","0","0","0","0","0","0","0","35256.47","0","35256.47","193","6148.27","0","6148.27","0","0","0","76.73","0","76.73","0","0","0","0","6225","0","6225","41481.47","0","41481.47"
"3279","Association du Bloc Québécois Verchères--Les Patriotes","2004","11410","","0","0","","","0","0","","","0","0","","","0","11410","0","0","0","18629.29","","18629.29","","","0","","","0","","0","","0","18629.29","0","18629.29","30039.29","0","18629.29"
"6150","Association du Bloc Québécois Verchères--Les Patriotes","2005","12936","","12936","430","24","","24","1","","","0","0","","","0","12960","0","12960","431","31788.91","","31788.91","","","0","","","0","","0","","0","31788.91","0","31788.91","44748.91","0","44748.91"
"9887","Association du Bloc Québécois Verchères--Les Patriotes","2006","12840","0","12840","294","230","0","230","5","0","0","0","0","0","0","0","13070","0","13070","299","7556.93","0","7556.93","0","0","0","10804.69","0","10804.69","0","0","0","0","18361.62","0","18361.62","31431.62","0","31431.62"
"3241","Association du Parti conservateur Abitibi--Témiscamingue","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6718","Association du Parti conservateur Abitibi--Témiscamingue","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10453","Association du Parti conservateur Abitibi--Témiscamingue","2006","","","","","","","","","","","","","","","","","","","","104","","104","","","","","","","","","","","104","","104","104","","104"
"3939","Association du Parti conservateur Ahuntsic","2004","40","","40","3","","","","","","","","","","","","40","","40","3","","","","","","","","","","","","","","","","","40","","40"
"7025","Association du Parti conservateur Ahuntsic","2005","40","","40","3","","","","","","","","","","","","40","","40","3","","","","","","","","","","","","","","","","","40","","40"
"10759","Association du Parti conservateur Ahuntsic","2006","","","","","","","","","","","","","270","","","","","","","","","","","","","","","","","","","","","","","270","",""
"3259","Association du Parti conservateur Alfred-Pellan","2004","65","","65","1","","","","","","","","","","","","65","","","1","","","","","","","","","","","","","","","","","65","",""
