"DATE","TITLE","ACTIVITY"
"21099","1","Green Party of Canada","410.52","","","","","","",""
"21099","2","Green Party of Canada","8.69","","","","","","",""
"21099","6","Green Party of Canada","250.03","","","","","","",""
"21099","4","Green Party of Canada","419.69","","","","","","",""
"21099","5","Green Party of Canada","790.02","","","","","","",""
"21099","3","Green Party of Canada","423.76","","","","","","",""
"21100","1","Green Party of Canada","335.26","0","0","0","0","0","0","0"
"21100","2","Green Party of Canada","7.48","0","0","0","0","0","0","0"
"21100","6","Green Party of Canada","201.62","0","0","0","0","0","0","0"
"21100","4","Green Party of Canada","8353.16","0","0","0","0","0","0","0"
"21100","5","Green Party of Canada","319.32","0","0","0","0","0","0","0"
"21100","3","Green Party of Canada","336.41","0","0","0","0","0","0","0"
"21101","1","Green Party of Canada","454.7","0","0","0","0","0","0","0"
"21101","2","Green Party of Canada","9.34","0","0","0","0","0","0","0"
"21101","3","Green Party of Canada","1108","0","0","0","0","0","0","0"
"21101","4","Green Party of Canada","453.41","0","0","0","0","0","0","0"
"21101","5","Green Party of Canada","100","0","0","0","0","0","0","0"
"21101","6","Green Party of Canada","50","0","0","0","0","0","0","0"
"21101","7","Green Party of Canada","454.59","0","0","0","0","0","0","0"
"21101","8","Green Party of Canada","288.16","0","0","0","0","0","0","0"
"21101","9","Smith, Kevin","0","0","0","0","151.71","0","0","0"
"21102","1","Green Party of Canada","428.46","0","0","0","0","0","0","0"
"21102","2","Green Party of Canada","2182.5","0","0","0","0","0","0","0"
"21102","3","Green Party of Canada","8.89","0","0","0","0","0","0","0"
"21102","4","Green Party of Canada","80.02","0","0","0","0","0","0","0"
"21102","5","Green Party of Canada","33.34","0","0","0","0","0","0","0"
"21102","11","Green Party of Canada","230.29","0","0","0","0","0","0","0"
"21102","7","Green Party of Canada","608.34","0","0","0","0","0","0","0"
"21102","8","Green Party of Canada","419.69","0","0","0","0","0","0","0"
"21102","9","Green Party of Canada","26.67","0","0","0","0","0","0","0"
"21102","10","Green Party of Canada","80.02","0","0","0","0","0","0","0"
"21102","6","Green Party of Canada","433.24","0","0","0","0","0","0","0"
"21103","6","","","","","","1000","","",""
"21103","7","","","","","","68.32","","",""
"21103","3","Green Party","","","280.55","","","","",""
"21103","5","Green Party","","","165.9","","","","",""
"21103","2","Green Party","","","5.76","","","","",""
"21103","1","Green Party","","","283.6","","","","",""
"21103","4","Green Party","","","301.21","","","","",""
"21104","1","Green Party","351.24","","","","","","",""
"21104","2","Green Party","7.05","","","","","","",""
"21104","3","Green Party","48","","","","","","",""
"21104","7","Green Party","199.66","","","","","","",""
"21104","5","Green Party","348.77","","","","","","",""
"21104","6","Green Party","348.38","","","","","","",""
"21104","4","Green Party","50","","","","","","",""
"21105","8","Candidate Stephanie Coburn","","","","","439.49","","",""
"21105","2","Green Party Of Canada","492.5","","","","","","",""
"21105","3","Green Party Of Canada","9.48","","","","","","",""
"21105","4","Green Party Of Canada","38","","","","","","",""
"21105","10","Green Party Of Canada","272.11","","","","","","",""
"21105","6","Green Party Of Canada","100","","","","","","",""
"21105","7","Green Party Of Canada","50","","","","","","",""
"21105","9","Green Party Of Canada","431.66","","","","","","",""
"21105","1","Green Party Of Canada","434.95","","","","","","",""
"21105","5","Green Party Of Canada","432.44","","","","","","",""
"21106","1","Liberal Party of Canada","190","0","0","0","0","0","0","0"
"21106","3","Liberal Party of Canada","190","0","0","0","0","0","0","0"
"21106","2","Liberal Party of Canada","100","0","0","0","0","0","0","0"
"21107","5","Bhikha, Jaymini","0","0","0","0","985.36","0","0","0"
"21107","2","Green Party of Canada","7.45","0","0","0","0","0","0","0"
"21107","3","Green Party of Canada","50","0","0","0","0","0","0","0"
"21107","7","Green Party of Canada","226.29","0","0","0","0","0","0","0"
"21107","6","Green Party of Canada","385.89","0","0","0","0","0","0","0"
"21107","1","Green Party of Canada","333.28","0","0","0","0","0","0","0"
"21107","4","Green Party of Canada","355.68","0","0","0","0","0","0","0"
"21108","4","Drainville, Louis DL","0","0","0","0","75","0","0","0"
"21108","3","Green Party of Canada","284.42","0","0","0","0","0","0","0"
"21108","1","Green Party of Canada","284.45","0","0","0","0","0","0","0"
"21108","2","Green Party of Canada","6.06","0","0","0","0","0","0","0"
"21109","1","Green Party of Canada","463.18","0","0","0","0","0","0","0"
"21109","2","Green Party of Canada","9.39","0","0","0","0","0","0","0"
"21109","3","Green Party of Canada","200","0","0","0","0","0","0","0"
"21109","4","Green Party of Canada","461.28","0","0","0","0","0","0","0"
"21109","9","Green Party of Canada","259.74","0","0","0","0","0","0","0"
"21109","7","Green Party of Canada","442.71","0","0","0","0","0","0","0"
"21109","6","McLaren, Carrie","0","0","0","0","1500","0","0","0"
"21109","8","McLaren, Carrie","0","0","0","0","1414.47","0","0","0"
"21109","5","New Westminster -Coquitlam","0","0","150","0","0","0","0","0"
"21110","1","Green Party of Canada","477.45","0","0","0","0","0","0","0"
"21110","2","Green Party of Canada","49.95","0","0","0","0","0","0","0"
"21110","6","Green Party of Canada","292.99","0","0","0","0","0","0","0"
"21110","3","Green Party of Canada","476.16","0","0","0","0","0","0","0"
"21110","5","Green Party of Canada","473","0","0","0","0","0","0","0"
"21110","4","Schaefer, Monika","0","0","0","0","961.37","0","0","0"
"21111","6","Brotherston, Stephen E","0","0","0","0","23.03","0","0","0"
"21111","2","Green Party of Canada","8.14","0","0","0","0","0","0","0"
"21111","3","Green Party of Canada","380.31","0","0","0","0","0","0","0"
"21111","7","Green Party of Canada","222.59","0","0","0","0","0","0","0"
"21111","5","Green Party of Canada","399","0","0","0","0","0","0","0"
"21111","1","Green Party of Canada","392.48","0","0","0","0","0","0","0"
"21111","4","Green Party of Canada","100","0","0","0","0","0","0","0"
"21112","9","Faulkner, Anne","0","0","0","0","279.38","0","0","0"
"21112","2","Green Party","8.34","0","0","0","0","0","0","0"
"21112","3","Green Party","120","0","0","0","0","0","0","0"
"21112","4","Green Party","120","0","0","0","0","0","0","0"
"21112","5","Green Party","50","0","0","0","0","0","0","0"
"21112","6","Green Party","377.62","0","0","0","0","0","0","0"
"21112","13","Green Party","258.8","0","0","0","0","0","0","0"
"21112","8","Green Party","50","0","0","0","0","0","0","0"
"21112","10","Green Party","390.02","0","0","0","0","0","0","0"
"21112","11","Green Party","40","0","0","0","0","0","0","0"
"21112","12","Green Party","120","0","0","0","0","0","0","0"
"21112","1","Green Party","376.17","0","0","0","0","0","0","0"
"21112","7","Green Party","400","0","0","0","0","0","0","0"
"21114","6","Dixon, Stefan","0","0","0","0","229.06","0","0","0"
"21114","2","Green Party of Canada","9.64","0","0","0","0","0","0","0"
"21114","3","Green Party of Canada","400","0","0","0","0","0","0","0"
"21114","8","Green Party of Canada","278.97","0","0","0","0","0","0","0"
"21114","5","Green Party of Canada","200","0","0","0","0","0","0","0"
"21114","7","Green Party of Canada","506","0","0","0","0","0","0","0"
"21114","1","Green Party of Canada","493.81","0","0","0","0","0","0","0"
"21114","4","Green Party of Canada","496.75","0","0","0","0","0","0","0"
"21116","6","Barr, Kevin G","0","0","0","0","6739.88","0","0","0"
"21116","2","New Democrats Of Canada Association","90","0","0","0","0","0","0","0"
"21116","4","New Democrats Of Canada Association","4500","0","0","0","0","0","0","0"
"21116","5","New Democrats Of Canada Association","1575","0","0","0","0","0","0","0"
"21116","1","New Democrats Of Canada Association","10000","0","0","0","0","0","0","0"
"21116","3","New Democrats Of Canada Association","10000","0","0","0","0","0","0","0"
"21117","1","Green Party","400.4","0","0","0","0","0","0","0"
"21117","2","Green Party","8.59","0","0","0","0","0","0","0"
"21117","3","Green Party","20","0","0","0","0","0","0","0"
"21117","8","Green Party","244.77","0","0","0","0","0","0","0"
"21117","5","Green Party","100","0","0","0","0","0","0","0"
"21117","6","Green Party","400.94","0","0","0","0","0","0","0"
"21117","7","Green Party","417.78","0","0","0","0","0","0","0"
"21117","4","Green Party","100","0","0","0","0","0","0","0"
"21118","7","Capnerhurst, Trey","0","0","0","0","18","0","0","0"
"21118","4","Green Party of Canada","10","0","0","0","0","0","0","0"
"21118","1","Green Party of Canada","943.02","0","0","0","0","0","0","0"
"21118","2","Green Party of Canada","62.86","0","0","0","0","0","0","0"
"21118","5","Green Party of Canada","816.24","0","0","0","0","0","0","0"
"21118","12","Green Party of Canada","434.16","0","0","0","0","0","0","0"
"21118","3","Green Party of Canada","2500","0","0","0","0","0","0","0"
